id,ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
596,TCK-9JY8RE30,High,In Progress,Access Request,Issue related to Access Request,Detailed ticket description OMhAmGOulWcomfcoJJVA,2024-03-15,2024-04-01,IT Support 1,2025-12-10 13:49:04
597,TCK-PPUG0S04,Critical,Closed,Software,Issue related to Access Request,Detailed ticket description tJVodjPvKlDHLQngyGfr,2023-02-06,2023-02-23,Technician B,2025-12-10 13:49:04
598,TCK-7W8JZOW1,High,In Progress,Hardware,Issue related to Access Request,Detailed ticket description sFlwLVJudpEciYLdEZDW,2023-09-18,,IT Support 2,2025-12-10 13:49:04
599,TCK-L1FBDXYJ,Medium,Closed,Other,Issue related to Software,Detailed ticket description jtqsAWuMTgRGWIdvyRKN,2024-02-07,2024-02-14,Admin,2025-12-10 13:49:04
600,TCK-5JVNM4BU,Low,Open,Access Request,Issue related to Access Request,Detailed ticket description LaTgeIQZddSYUfHDvQqr,2023-12-29,2024-01-09,IT Support 1,2025-12-10 13:49:04
601,TCK-JAJ8NK0Z,High,Open,Network,Issue related to Security,Detailed ticket description etFpzANABuGlmiRORTBM,2024-09-15,2024-10-06,Unassigned,2025-12-10 13:49:04
602,TCK-C9P03GVU,Medium,Closed,Access Request,Issue related to Software,Detailed ticket description WWMZDKKcibdwihXSMAYS,2023-03-22,2023-04-15,Unassigned,2025-12-10 13:49:04
603,TCK-SOAJ8BWE,High,Open,Access Request,Issue related to Other,Detailed ticket description iHhLdVwOGJBKorvIqZku,2024-07-30,2024-08-19,Admin,2025-12-10 13:49:04
604,TCK-DQ8CRKGO,High,On Hold,Hardware,Issue related to Network,Detailed ticket description jMKuIDZfASuMmrNLXGHn,2023-01-28,2023-02-10,IT Support 1,2025-12-10 13:49:04
605,TCK-NY8VIUR4,Medium,Resolved,Other,Issue related to Access Request,Detailed ticket description JAskYDgciaucCNlePocN,2023-11-04,2023-11-20,Technician A,2025-12-10 13:49:04
606,TCK-70NAVF16,High,Resolved,Access Request,Issue related to Security,Detailed ticket description AFvjFUWhLtJCvtYSQBoc,2023-05-14,2023-06-11,IT Support 2,2025-12-10 13:49:04
607,TCK-0B6RVSYW,Critical,Closed,Other,Issue related to Network,Detailed ticket description LkiiKjwHLvvAEQzGaOFB,2023-11-08,2023-11-23,Technician B,2025-12-10 13:49:04
608,TCK-RQQ3BG8V,Critical,In Progress,Security,Issue related to Access Request,Detailed ticket description GwbkKDzTCqEdVXbFDRjH,2023-07-18,2023-07-30,Technician B,2025-12-10 13:49:04
609,TCK-NJ88US6U,Critical,Open,Other,Issue related to Security,Detailed ticket description OsSvPjWzsqIbClOdmfGI,2024-08-26,2024-09-02,Unassigned,2025-12-10 13:49:04
610,TCK-8RYH2HL2,Critical,Open,Hardware,Issue related to Software,Detailed ticket description WSqHSzbwLwgONeBDvDYV,2023-12-02,2023-12-03,IT Support 2,2025-12-10 13:49:04
611,TCK-ANOJYP0L,Medium,On Hold,Security,Issue related to Access Request,Detailed ticket description lNPkCvXDYaNXppOIppAN,2023-08-17,2023-08-25,IT Support 2,2025-12-10 13:49:04
612,TCK-34ZQJ7QF,Medium,Closed,Network,Issue related to Software,Detailed ticket description XBTLqPSdscHYxzPydwrW,2024-06-10,2024-07-01,Technician B,2025-12-10 13:49:04
613,TCK-Z0OL093U,Critical,On Hold,Software,Issue related to Software,Detailed ticket description UbbAOvCJVQVVHLHlABln,2023-09-02,,IT Support 1,2025-12-10 13:49:04
614,TCK-Y6UMCZH9,Medium,In Progress,Hardware,Issue related to Network,Detailed ticket description QnazMSEktTBdUymvFzFG,2023-11-23,2023-12-21,Admin,2025-12-10 13:49:04
615,TCK-6EDZ548V,Low,Open,Network,Issue related to Security,Detailed ticket description EHNhqLoBfEEmELtJZhhY,2024-11-17,2024-11-24,IT Support 1,2025-12-10 13:49:04
616,TCK-V0UQ8RMC,High,On Hold,Hardware,Issue related to Software,Detailed ticket description UauOvaTcRrzFKbyhgSsR,2023-03-04,,Admin,2025-12-10 13:49:04
617,TCK-S4X4LQWN,Critical,Open,Access Request,Issue related to Software,Detailed ticket description xrNjdbFDmSKJdoNzVmBv,2024-04-22,2024-05-02,IT Support 2,2025-12-10 13:49:04
618,TCK-L1MS712G,High,On Hold,Network,Issue related to Hardware,Detailed ticket description hzXQUjdzkUvcnwBfQyLs,2023-01-18,2023-01-21,Unassigned,2025-12-10 13:49:04
619,TCK-GTB6HHO3,Low,Closed,Security,Issue related to Hardware,Detailed ticket description DRZdhEisszgkisIWuyQB,2023-06-16,,Admin,2025-12-10 13:49:04
620,TCK-YDJTEE7Q,Low,Closed,Other,Issue related to Software,Detailed ticket description agSduubLpZqcPDPCuTPC,2024-08-18,,IT Support 1,2025-12-10 13:49:04
621,TCK-RV3CC8OS,Critical,Resolved,Other,Issue related to Other,Detailed ticket description VrDlGcdWDqxxXzKYzuVR,2023-02-02,2023-03-04,IT Support 1,2025-12-10 13:49:04
622,TCK-TAILJQLH,Medium,Closed,Security,Issue related to Software,Detailed ticket description RhMCQpXINwIEYlqXJfBL,2023-12-22,2023-12-27,Admin,2025-12-10 13:49:04
623,TCK-RFWMF7F6,Critical,On Hold,Security,Issue related to Security,Detailed ticket description HoChkDLPtwpaScCocKHY,2024-03-01,2024-03-05,Admin,2025-12-10 13:49:04
624,TCK-0UA3APM0,Critical,In Progress,Hardware,Issue related to Security,Detailed ticket description ZweCRTkCxttLbSCQsIQA,2023-04-13,2023-04-26,Technician B,2025-12-10 13:49:04
625,TCK-ARDEUVNL,Low,On Hold,Software,Issue related to Other,Detailed ticket description bZkwWEJWisivdjpMpOWx,2023-12-13,2023-12-20,Technician A,2025-12-10 13:49:04
626,TCK-6H6U2HKW,Medium,Closed,Security,Issue related to Security,Detailed ticket description bomLCyfdtYXTvwQizcCr,2024-03-25,,Technician B,2025-12-10 13:49:04
627,TCK-EUIO3AQU,Critical,On Hold,Hardware,Issue related to Other,Detailed ticket description AMtmtovuMkLyvtHxjKNF,2023-01-17,2023-02-06,Technician B,2025-12-10 13:49:04
628,TCK-ZC74OURT,Medium,Open,Access Request,Issue related to Other,Detailed ticket description QLGaUuaHBfIaNLKydWFz,2023-11-22,,Technician B,2025-12-10 13:49:04
629,TCK-6RO0IABV,Low,Open,Network,Issue related to Security,Detailed ticket description meUrmpJbKsRwPalmexvP,2023-02-01,2023-02-28,IT Support 1,2025-12-10 13:49:04
630,TCK-8ZTGQ18V,Critical,Closed,Access Request,Issue related to Hardware,Detailed ticket description BsddpjVXSiAgQEcMbeTi,2023-01-07,,Unassigned,2025-12-10 13:49:04
631,TCK-391F9W82,High,Resolved,Access Request,Issue related to Other,Detailed ticket description WaYHmWCneHQyhHWQjHny,2024-04-16,2024-05-07,Technician B,2025-12-10 13:49:04
632,TCK-09X250NN,High,Closed,Other,Issue related to Access Request,Detailed ticket description yamYkqxbrCmqGhpbGzHx,2024-01-27,,Admin,2025-12-10 13:49:04
633,TCK-6GA8S8VB,Low,Closed,Other,Issue related to Hardware,Detailed ticket description RyAelyRRZxZqhNbJAeEi,2024-04-20,,Technician B,2025-12-10 13:49:04
634,TCK-5411XC7X,Critical,In Progress,Network,Issue related to Access Request,Detailed ticket description ClFaXAPKGHfigULJGZXJ,2024-02-28,2024-03-27,Admin,2025-12-10 13:49:04
635,TCK-BA5PTBUI,Critical,Open,Hardware,Issue related to Software,Detailed ticket description ycwoJVELDDKKJdPAOASr,2023-01-20,,Technician B,2025-12-10 13:49:04
636,TCK-C01PRYMK,Low,Open,Other,Issue related to Network,Detailed ticket description jzGXjRANMAobiopgJjBK,2023-06-25,2023-06-29,Admin,2025-12-10 13:49:04
637,TCK-HGVMOROX,Low,Resolved,Network,Issue related to Network,Detailed ticket description uGgaDfXUlNeMeLutFhfU,2023-02-09,2023-03-09,Unassigned,2025-12-10 13:49:04
638,TCK-6CM7A202,Low,Closed,Access Request,Issue related to Security,Detailed ticket description hZoNopnfMjaIbOOKJAeu,2024-10-14,2024-10-21,IT Support 1,2025-12-10 13:49:04
639,TCK-RTZP8I92,Critical,Resolved,Access Request,Issue related to Access Request,Detailed ticket description pAjCtwhABCcgtzMJShqp,2023-07-05,2023-08-03,Admin,2025-12-10 13:49:04
640,TCK-LPW15KLU,High,Closed,Network,Issue related to Network,Detailed ticket description begVSYZZcMGZtiOvQjlK,2024-04-24,2024-05-11,Admin,2025-12-10 13:49:04
641,TCK-07RI9UMU,Low,Closed,Software,Issue related to Security,Detailed ticket description LhInyIjtFuBhEnsvDYGM,2023-06-25,2023-07-12,Unassigned,2025-12-10 13:49:04
642,TCK-VGRBKR25,High,Resolved,Software,Issue related to Hardware,Detailed ticket description UChVJvbJRfvTDhbAfQEe,2023-04-17,2023-05-17,IT Support 2,2025-12-10 13:49:04
643,TCK-JGF7SJ4J,Critical,In Progress,Network,Issue related to Software,Detailed ticket description qyLxRnxgLryWGQsKLCNR,2024-01-02,,Technician A,2025-12-10 13:49:04
644,TCK-91O3RUZU,Medium,Open,Other,Issue related to Other,Detailed ticket description njVnxjtVRdUNhNMJbadQ,2024-08-10,2024-08-17,IT Support 2,2025-12-10 13:49:04
645,TCK-Q6OVJU0M,Medium,On Hold,Network,Issue related to Software,Detailed ticket description PTinnqJGmAbfEeOxMsdB,2024-07-18,2024-07-22,Technician B,2025-12-10 13:49:04
646,TCK-MLZQLFAP,High,Open,Software,Issue related to Security,Detailed ticket description SELWFPIHVwkhOVnEyXRM,2023-07-27,2023-08-05,IT Support 1,2025-12-10 13:49:04
647,TCK-UVRHSQJA,High,Resolved,Security,Issue related to Network,Detailed ticket description DPbvmfQkVEOXIZqlfwCV,2024-03-07,2024-03-25,Admin,2025-12-10 13:49:04
648,TCK-741BZLMD,High,Closed,Software,Issue related to Security,Detailed ticket description GkXMprWEDxLVsfuUlEqS,2023-02-08,2023-02-26,Technician B,2025-12-10 13:49:04
649,TCK-7VWV0VMO,Medium,Open,Other,Issue related to Network,Detailed ticket description NcLiKPWXYvGxquHGtGrt,2023-07-31,2023-08-01,Technician A,2025-12-10 13:49:04
650,TCK-H5XA3BLM,Low,Closed,Network,Issue related to Security,Detailed ticket description tGAgxsElWEHmEdaeXzPK,2023-05-20,2023-06-05,Technician B,2025-12-10 13:49:04
651,TCK-JJALOBF4,Critical,Resolved,Hardware,Issue related to Hardware,Detailed ticket description SLtGVXIlmIkwyVLPvhgW,2024-02-04,2024-02-22,Admin,2025-12-10 13:49:04
652,TCK-XWMRWR32,Medium,On Hold,Hardware,Issue related to Hardware,Detailed ticket description cTEXsvudThFllGNPhPHl,2023-11-12,2023-11-15,IT Support 2,2025-12-10 13:49:04
653,TCK-Z2FFDUFO,Medium,Resolved,Network,Issue related to Security,Detailed ticket description BlLqCnESwMtqthyStKjL,2023-01-02,2023-01-05,IT Support 2,2025-12-10 13:49:04
654,TCK-K3S4LELS,High,In Progress,Other,Issue related to Other,Detailed ticket description SZVnsDdskBgTxMpHEdlG,2024-08-23,,Technician B,2025-12-10 13:49:04
655,TCK-U9LIDVB2,Low,Open,Access Request,Issue related to Other,Detailed ticket description nXRZXSgDNcrtMYhQcLdp,2024-09-11,2024-09-26,Technician A,2025-12-10 13:49:04
656,TCK-UA4XKXC4,Low,Resolved,Software,Issue related to Access Request,Detailed ticket description aEShxQKkVQVKKrLETmom,2023-07-28,2023-08-04,Admin,2025-12-10 13:49:04
657,TCK-N11VS2MK,Medium,In Progress,Security,Issue related to Other,Detailed ticket description PeKwwrcZWWdxlWIyzNkG,2024-11-03,2024-11-10,IT Support 2,2025-12-10 13:49:04
658,TCK-6CLE0DOD,Low,In Progress,Hardware,Issue related to Hardware,Detailed ticket description ObjsjTWaPKMtcrNmzBWl,2024-09-10,2024-09-20,IT Support 2,2025-12-10 13:49:04
659,TCK-LG07ELNE,Medium,On Hold,Other,Issue related to Software,Detailed ticket description HpHNXbtTjPCymcrQItxU,2023-10-18,2023-10-21,Technician B,2025-12-10 13:49:04
660,TCK-0GXRNBAM,Medium,Closed,Other,Issue related to Network,Detailed ticket description PfxRwwyzHPyKMUHRTTrd,2023-04-20,,Unassigned,2025-12-10 13:49:04
661,TCK-UFP8IXIK,Critical,In Progress,Access Request,Issue related to Other,Detailed ticket description sqyuBUrkEkVjHyDQMrHo,2024-03-15,2024-03-28,Technician B,2025-12-10 13:49:04
662,TCK-MUZSA6LP,Low,Closed,Network,Issue related to Hardware,Detailed ticket description bHtucCWzuacueptmAxNZ,2024-08-22,2024-09-16,Unassigned,2025-12-10 13:49:04
663,TCK-37REVOOY,Critical,On Hold,Network,Issue related to Other,Detailed ticket description muJmkyYCcdVvmGyssMkA,2024-05-30,,IT Support 1,2025-12-10 13:49:04
664,TCK-XYAJE7CX,Medium,Resolved,Other,Issue related to Access Request,Detailed ticket description miTpUhwdbLEtuaDTzIgS,2024-02-29,2024-03-07,Admin,2025-12-10 13:49:04
665,TCK-L44NGS81,Low,Resolved,Hardware,Issue related to Network,Detailed ticket description jcFYuJmZQXKMfQWbDUDj,2024-03-04,2024-03-13,Technician B,2025-12-10 13:49:04
666,TCK-KBLCRZR3,Medium,On Hold,Other,Issue related to Access Request,Detailed ticket description ftbaUsLPjjfYfpMNVYkx,2023-05-01,2023-05-13,Unassigned,2025-12-10 13:49:04
667,TCK-T8I913FR,Medium,In Progress,Other,Issue related to Software,Detailed ticket description ilHlkcqUeHkYZbAogzPb,2024-10-04,2024-10-12,IT Support 1,2025-12-10 13:49:04
668,TCK-MXD0L0W6,Critical,Resolved,Software,Issue related to Access Request,Detailed ticket description YoxJXOBJbtvyyShSeJiM,2023-09-28,2023-10-22,Technician B,2025-12-10 13:49:04
669,TCK-NV9TNIDP,Low,On Hold,Access Request,Issue related to Other,Detailed ticket description mxKcIPkTaPQtWFdYqljQ,2024-06-30,2024-07-12,Technician A,2025-12-10 13:49:04
670,TCK-44EMZTD5,Low,Open,Access Request,Issue related to Access Request,Detailed ticket description sOiRzydToiykGQnyXByu,2023-07-08,,Technician B,2025-12-10 13:49:04
671,TCK-V2PATT82,High,Open,Other,Issue related to Network,Detailed ticket description mgxlWNLWKPBZTzUyeQMY,2023-02-02,2023-02-17,IT Support 2,2025-12-10 13:49:04
672,TCK-KJA9ZOZT,High,Resolved,Software,Issue related to Security,Detailed ticket description KNoKANadNQAkjNXiRtLK,2024-07-23,,Technician A,2025-12-10 13:49:04
673,TCK-0GAQ6DWR,High,In Progress,Network,Issue related to Security,Detailed ticket description TLaXwlwraAmbzSKyjVWM,2024-08-17,2024-08-27,IT Support 2,2025-12-10 13:49:04
674,TCK-ZZMAEJ30,Low,On Hold,Security,Issue related to Hardware,Detailed ticket description taozRmJInQgkgSmqAJDZ,2024-05-05,2024-05-25,IT Support 2,2025-12-10 13:49:04
675,TCK-YH2XJPLC,Low,Resolved,Access Request,Issue related to Network,Detailed ticket description mMBrfYWAAiMMbWmZnzUe,2024-08-25,2024-09-22,Technician A,2025-12-10 13:49:04
676,TCK-CX3JXQ24,High,On Hold,Security,Issue related to Software,Detailed ticket description xQamPyTcsyjstzLKpheI,2024-07-23,2024-08-22,IT Support 1,2025-12-10 13:49:04
677,TCK-N35MIVB1,Critical,Resolved,Software,Issue related to Access Request,Detailed ticket description FUcjPwvycQfKnZGuTrdg,2024-10-27,2024-11-01,IT Support 2,2025-12-10 13:49:04
678,TCK-Z7WDRAD9,High,On Hold,Hardware,Issue related to Security,Detailed ticket description yENAlEXplYyudfFaudtK,2023-01-27,2023-02-26,Unassigned,2025-12-10 13:49:04
679,TCK-W8MO5ZPX,Critical,On Hold,Access Request,Issue related to Security,Detailed ticket description lrAGmtoSIWVaqTCowHRl,2024-01-23,,Admin,2025-12-10 13:49:04
680,TCK-RZ56IKT3,Low,In Progress,Security,Issue related to Security,Detailed ticket description RWgXfqwXqNVbDacmWjIy,2023-05-11,,Technician B,2025-12-10 13:49:04
681,TCK-YNBEE19Q,Critical,Open,Network,Issue related to Access Request,Detailed ticket description iLbsaXuiOCaTNzrJfVva,2023-05-20,2023-05-29,Technician B,2025-12-10 13:49:04
682,TCK-CKEEZ86C,Low,In Progress,Hardware,Issue related to Other,Detailed ticket description LeIAJtLjyEYVkrRFnWRY,2024-08-04,2024-08-22,Admin,2025-12-10 13:49:04
683,TCK-OMJW04T7,Medium,Closed,Software,Issue related to Security,Detailed ticket description RrneMNlnVrrLhmgORQvy,2023-09-18,,Unassigned,2025-12-10 13:49:04
684,TCK-DEG3ZA6K,Medium,Resolved,Network,Issue related to Other,Detailed ticket description hqlqVBLcNqyUcMMrnjmr,2023-04-25,2023-05-19,Admin,2025-12-10 13:49:04
685,TCK-FPYWBEIX,High,Closed,Software,Issue related to Network,Detailed ticket description nVkaNQXrLfMlsgEHAcZn,2024-09-27,2024-10-11,Technician B,2025-12-10 13:49:04
686,TCK-3MAIPFC4,Low,Resolved,Network,Issue related to Other,Detailed ticket description SebNGwTkdaXmYqFzTEgm,2023-02-10,,Technician A,2025-12-10 13:49:04
687,TCK-TJJOCXEO,Critical,Closed,Network,Issue related to Hardware,Detailed ticket description mhKMKAugLNHhfgAfkVGq,2024-03-09,2024-03-28,Admin,2025-12-10 13:49:04
688,TCK-94B8S4WH,High,In Progress,Other,Issue related to Access Request,Detailed ticket description pLPzYOPQYKfMnDeBtKEc,2023-12-18,2023-12-29,Unassigned,2025-12-10 13:49:04
689,TCK-2IM622T6,Low,Closed,Security,Issue related to Software,Detailed ticket description wGAqNqXjqNkuMEnuLyFw,2024-07-07,,Admin,2025-12-10 13:49:04
690,TCK-45Q1ZWKE,Critical,Open,Software,Issue related to Hardware,Detailed ticket description qzdaIAwKnFhonFgrrSpf,2024-03-08,2024-03-19,Technician A,2025-12-10 13:49:04
691,TCK-0KUDI4TY,Low,Open,Network,Issue related to Other,Detailed ticket description sDWhiqnqSlXxJGREWkSp,2023-07-18,2023-07-21,Unassigned,2025-12-10 13:49:04
692,TCK-8UAPLTUY,Low,Resolved,Access Request,Issue related to Other,Detailed ticket description paXxpYDVDlFusRcaUFwR,2024-04-07,2024-04-29,IT Support 2,2025-12-10 13:49:04
693,TCK-XZUG83A1,Medium,In Progress,Other,Issue related to Hardware,Detailed ticket description mBuPOoryeYEddBGpKcCN,2023-02-04,2023-02-22,Technician B,2025-12-10 13:49:04
694,TCK-SIJIY0DG,High,Resolved,Hardware,Issue related to Network,Detailed ticket description GgiHefjXtkUhUfaQhZUj,2024-07-24,2024-07-30,Technician A,2025-12-10 13:49:04
695,TCK-ZTQOVRNY,Medium,Resolved,Network,Issue related to Security,Detailed ticket description JaAsfuwfQYOkrbkoagVJ,2024-09-25,,IT Support 1,2025-12-10 13:49:04
696,TCK-YDXBTYAG,Medium,In Progress,Software,Issue related to Other,Detailed ticket description xUKpuBajGuLBqMGQlGtX,2024-07-06,2024-07-24,Technician B,2025-12-10 13:49:04
697,TCK-MUK3C26V,Critical,In Progress,Network,Issue related to Other,Detailed ticket description cAMaYHdlBNIGfUoWZKlg,2024-02-24,2024-03-22,Technician A,2025-12-10 13:49:04
698,TCK-UAJXDD2V,High,In Progress,Access Request,Issue related to Other,Detailed ticket description KZsgrfCdzJcbkspQQNzJ,2024-05-18,2024-05-21,Technician B,2025-12-10 13:49:04
699,TCK-I8R1WSEK,Critical,In Progress,Other,Issue related to Network,Detailed ticket description WqBuGrvRHQiVvMsezMml,2023-08-28,2023-09-04,IT Support 2,2025-12-10 13:49:04
700,TCK-TF601UH8,Low,Resolved,Hardware,Issue related to Hardware,Detailed ticket description QUtpGYMUACMZFEzFJTFN,2024-04-10,2024-05-03,Admin,2025-12-10 13:49:04
701,TCK-NCZF1FCG,Low,Resolved,Security,Issue related to Security,Detailed ticket description pgKWAATcHdhIurxahGEt,2024-07-09,2024-07-15,Technician A,2025-12-10 13:49:04
702,TCK-IM9RRDD5,Low,Open,Hardware,Issue related to Other,Detailed ticket description JpuTNxvkWAHMqCAeCaQC,2024-09-28,2024-09-29,Technician B,2025-12-10 13:49:04
703,TCK-BGL9UA7C,Critical,In Progress,Access Request,Issue related to Access Request,Detailed ticket description VwuNdgTQrJZMMlhJzBWu,2023-02-24,2023-02-25,Unassigned,2025-12-10 13:49:04
704,TCK-XZG71M6F,High,Closed,Access Request,Issue related to Other,Detailed ticket description KzdpTSWgNmoLCLQrXZAF,2024-07-17,2024-08-06,Technician A,2025-12-10 13:49:04
705,TCK-8TAUYZUK,High,In Progress,Network,Issue related to Software,Detailed ticket description aEotHqriVLmzoLaHmcdQ,2023-06-14,2023-07-11,IT Support 1,2025-12-10 13:49:04
706,TCK-PS0L6PDK,High,Resolved,Software,Issue related to Hardware,Detailed ticket description FaYIQQEgUqmLrinFJaMO,2024-01-17,2024-02-10,Technician B,2025-12-10 13:49:04
707,TCK-3REVYUL1,Medium,In Progress,Access Request,Issue related to Security,Detailed ticket description xijftRVlsKcvRJtYuZlE,2024-04-24,2024-05-24,Technician A,2025-12-10 13:49:04
708,TCK-0IDD5310,Medium,Closed,Security,Issue related to Network,Detailed ticket description dPDbmOshHEozQIlVJVZJ,2023-10-14,2023-10-23,IT Support 1,2025-12-10 13:49:04
709,TCK-E0FQNQIY,Medium,In Progress,Security,Issue related to Access Request,Detailed ticket description HUvQeCbZFdfrYIzOmclA,2023-11-18,,IT Support 1,2025-12-10 13:49:04
710,TCK-IN7DCVTQ,Low,On Hold,Hardware,Issue related to Security,Detailed ticket description MYXmPiPzgBnIIDRJoPbh,2024-04-03,2024-04-05,Technician A,2025-12-10 13:49:04
711,TCK-01O0D14X,Critical,Resolved,Security,Issue related to Hardware,Detailed ticket description HXwAvmLswbWOmhgaNwve,2024-10-04,2024-10-19,Unassigned,2025-12-10 13:49:04
712,TCK-VUBYH4QL,Critical,Resolved,Network,Issue related to Access Request,Detailed ticket description zJswkeYcgOVlPXkqeOoC,2024-01-17,2024-01-27,IT Support 2,2025-12-10 13:49:04
713,TCK-IG7JDAFP,High,Resolved,Access Request,Issue related to Hardware,Detailed ticket description aOuszhwxmBsFYJxHHODc,2024-06-20,2024-06-27,Unassigned,2025-12-10 13:49:04
714,TCK-UBVLPEUK,Medium,Closed,Software,Issue related to Access Request,Detailed ticket description ZkkJwHdqELxZSgiUfewh,2024-09-24,2024-09-27,IT Support 2,2025-12-10 13:49:04
715,TCK-UN1M3CY8,Medium,On Hold,Other,Issue related to Security,Detailed ticket description hXqCohTsndOvMxrprgxJ,2024-11-16,,Admin,2025-12-10 13:49:04
716,TCK-NIV799LR,High,Closed,Security,Issue related to Security,Detailed ticket description iiAEKtdWBpdRUAOuZBaE,2024-01-12,2024-01-18,IT Support 1,2025-12-10 13:49:04
717,TCK-JQWA0V8H,Medium,On Hold,Other,Issue related to Access Request,Detailed ticket description qXJfxJBHIaKXPpkTFltR,2023-02-06,2023-02-22,IT Support 2,2025-12-10 13:49:04
718,TCK-5VDNFRNE,Critical,Open,Other,Issue related to Other,Detailed ticket description fEfYFJDxlDQOYhmBvZYp,2023-05-18,2023-06-08,IT Support 1,2025-12-10 13:49:04
719,TCK-I76VASKF,Critical,In Progress,Security,Issue related to Security,Detailed ticket description UmNSwgOZTSYmpdYtMEAm,2023-09-12,2023-09-30,IT Support 2,2025-12-10 13:49:04
720,TCK-R8XT67J7,Critical,Closed,Other,Issue related to Software,Detailed ticket description RTDNsUlOfSuHaUiBkiIj,2023-12-25,,Unassigned,2025-12-10 13:49:04
721,TCK-LVLRETJG,Medium,Closed,Network,Issue related to Hardware,Detailed ticket description FbzVHDGzgGBzEusoItdw,2024-03-30,2024-04-13,IT Support 1,2025-12-10 13:49:04
722,TCK-R5BH8Q3C,High,In Progress,Hardware,Issue related to Hardware,Detailed ticket description wmSmUpogqaMCtYmYhkLo,2023-12-13,2023-12-26,Technician A,2025-12-10 13:49:04
723,TCK-MY528TTH,Low,Open,Other,Issue related to Network,Detailed ticket description urngWhpkATBdWjOBeCkj,2023-04-10,2023-04-27,Technician A,2025-12-10 13:49:04
724,TCK-8QZLWE3J,Critical,In Progress,Software,Issue related to Hardware,Detailed ticket description mTahNnOdYzvpLyoZryeS,2023-03-20,2023-04-18,Unassigned,2025-12-10 13:49:04
725,TCK-JVGO7SX8,High,In Progress,Software,Issue related to Access Request,Detailed ticket description mlcYirThDnBjrnlEZGCp,2023-08-16,2023-08-29,IT Support 1,2025-12-10 13:49:04
726,TCK-MGSFGOK7,High,Open,Software,Issue related to Software,Detailed ticket description ogYZWkqUJwTXxqGYegWT,2024-09-10,,Technician A,2025-12-10 13:49:04
727,TCK-DR4LKGPE,Low,Resolved,Security,Issue related to Hardware,Detailed ticket description eRUxiiHdoHlsYwZEJbJh,2023-07-27,,Unassigned,2025-12-10 13:49:04
728,TCK-KML0CQSZ,Low,Resolved,Software,Issue related to Hardware,Detailed ticket description nazvVvqrCQiNogxRpIrm,2023-08-29,2023-09-28,Unassigned,2025-12-10 13:49:04
729,TCK-LQH5WASN,High,In Progress,Security,Issue related to Hardware,Detailed ticket description FtHLCfdoMNvhJorleHrs,2024-04-17,2024-05-05,Admin,2025-12-10 13:49:04
730,TCK-TOZT9F7T,High,Open,Software,Issue related to Security,Detailed ticket description ZHQmAbOmXrIouZRzHllZ,2024-09-04,2024-09-15,Unassigned,2025-12-10 13:49:04
731,TCK-OTEUVXVG,Medium,In Progress,Network,Issue related to Network,Detailed ticket description McSEuOUMJdiOUAROSOfb,2023-10-05,2023-10-28,Technician B,2025-12-10 13:49:04
732,TCK-495ZBMYF,Critical,In Progress,Software,Issue related to Other,Detailed ticket description SWWhHbNzPlietCPOQvZp,2024-09-30,,Technician A,2025-12-10 13:49:04
733,TCK-CH6K859D,High,Open,Other,Issue related to Other,Detailed ticket description IbWPcfHYmHjtdNkVXkBP,2024-01-17,2024-02-05,IT Support 2,2025-12-10 13:49:04
734,TCK-VLKIFERK,High,On Hold,Hardware,Issue related to Hardware,Detailed ticket description nIrGikvTwYeWLkVjXSxY,2024-09-29,2024-10-29,IT Support 2,2025-12-10 13:49:04
735,TCK-AWKSCXVD,Critical,Open,Network,Issue related to Network,Detailed ticket description uNKJuqHPaDzsHfgUWGPb,2023-02-06,,Technician B,2025-12-10 13:49:04
736,TCK-RGFMPLA3,Medium,Resolved,Network,Issue related to Security,Detailed ticket description JxqbuOsRKShCKCKEsVGe,2023-01-04,2023-01-18,Admin,2025-12-10 13:49:04
737,TCK-P0VCQYP9,Low,Open,Access Request,Issue related to Security,Detailed ticket description jkWHPFTvVhBvLnrNPcQP,2024-07-24,2024-07-25,IT Support 2,2025-12-10 13:49:04
738,TCK-5WG6GUSI,Low,In Progress,Access Request,Issue related to Network,Detailed ticket description UMRKwrpaeuuYaLQMQItk,2024-06-15,2024-06-29,Technician A,2025-12-10 13:49:04
739,TCK-DS118EWF,High,Open,Access Request,Issue related to Security,Detailed ticket description wyMDvEEosnYaZyzPxfRo,2024-01-30,2024-02-09,Technician A,2025-12-10 13:49:04
740,TCK-WQWOHV2X,High,In Progress,Software,Issue related to Hardware,Detailed ticket description hVSJlvWVNxzlITTVQPiB,2024-06-28,2024-07-09,Technician B,2025-12-10 13:49:04
741,TCK-QG6A3GRS,High,In Progress,Software,Issue related to Network,Detailed ticket description qmGdSoFQRLNtBbkSRFAj,2024-07-17,,Unassigned,2025-12-10 13:49:04
742,TCK-5ACOK5MN,Medium,Closed,Access Request,Issue related to Hardware,Detailed ticket description FUfBCKYlcIhCTkhCQXpw,2024-04-21,,Unassigned,2025-12-10 13:49:04
743,TCK-IWRUDNML,Medium,In Progress,Other,Issue related to Security,Detailed ticket description kVpkRkFryFoQykQYDFVA,2024-07-22,2024-08-05,IT Support 2,2025-12-10 13:49:04
744,TCK-IZK50HR0,Critical,Open,Access Request,Issue related to Access Request,Detailed ticket description DfmfFfGcuocbXjoToFRr,2024-01-24,2024-02-02,Technician A,2025-12-10 13:49:04
